Token	Uid	Link
"KyKernel"	41463945	"https://twitter.com/KyKernel"
"WS_Chronicle"	577206898	"https://twitter.com/WS_Chronicle"
"ReporterNews"	18647970	"https://twitter.com/ReporterNews"
"SharonHeraldPa"	119404374	"https://twitter.com/SharonHeraldPa"
"ClevelandMag"	31567003	"https://twitter.com/ClevelandMag"
"TLnews"	19792502	"https://twitter.com/TLnews"
"Marinetimes"	185340210	"https://twitter.com/Marinetimes"
"YorkDispatch"	17088476	"https://twitter.com/YorkDispatch"
"NashvilleScene"	20008214	"https://twitter.com/NashvilleScene"
"BlkMtnNews"	3053471913	"https://twitter.com/BlkMtnNews"
"astateherald"	69377936	"https://twitter.com/astateherald"
"heraldbulletin"	18562065	"https://twitter.com/heraldbulletin"
"MesquiteLocal"	24213168	"https://twitter.com/MesquiteLocal"
"thearknewspaper"	312415773	"https://twitter.com/thearknewspaper"
"ilovefc"	48788280	"https://twitter.com/ilovefc"
"coastalpoint"	25082438	"https://twitter.com/coastalpoint"
"spotnewsfeed"	84370843	"https://twitter.com/spotnewsfeed"
"ChestertonTrib"	1255082786	"https://twitter.com/ChestertonTrib"
"cazrepublican"	128258568	"https://twitter.com/cazrepublican"
"CI_Carmel"	461404659	"https://twitter.com/CI_Carmel"
"NMSUroundup"	65654009	"https://twitter.com/NMSUroundup"
"27east"	24181273	"https://twitter.com/27east"
"BocaBeacon"	376992537	"https://twitter.com/BocaBeacon"
"WBJonline"	15945641	"https://twitter.com/WBJonline"
"coopercrier"	134788787	"https://twitter.com/coopercrier"
"CheektowagaBee"	3191795759	"https://twitter.com/CheektowagaBee"
"bvillemessenger"	166595312	"https://twitter.com/bvillemessenger"
"JaxBizJournal"	21874587	"https://twitter.com/JaxBizJournal"
"TheHawkEye"	15085181	"https://twitter.com/TheHawkEye"
"OffBeatMagazine"	19364233	"https://twitter.com/OffBeatMagazine"
"TheMetOnline"	87818432	"https://twitter.com/TheMetOnline"
"AtlBizChron"	23628802	"https://twitter.com/AtlBizChron"
"KokomoHerald"	556235686	"https://twitter.com/KokomoHerald"
"ExaminerCom"	730219313064448001	"https://twitter.com/ExaminerCom"
"UCR_Athletics"	15984115	"https://twitter.com/UCR_Athletics"
"BreakingNews_RS"	97622779	"https://twitter.com/BreakingNews_RS"
"KCKansan"	20520192	"https://twitter.com/KCKansan"
"AhwatukeeFN"	18784030	"https://twitter.com/AhwatukeeFN"
"MichiganJournal"	103134591	"https://twitter.com/MichiganJournal"
"WBJournal"	18256822	"https://twitter.com/WBJournal"
"TheSavannahTrib"	322748979	"https://twitter.com/TheSavannahTrib"
"HungryHorseNews"	65727099	"https://twitter.com/HungryHorseNews"
"Galesburg"	17041697	"https://twitter.com/Galesburg"
"SpudmanMag"	30042396	"https://twitter.com/SpudmanMag"
"AnnistonStar"	14923012	"https://twitter.com/AnnistonStar"
"TalonMarks"	25147932	"https://twitter.com/TalonMarks"
"SacObserver"	9311472	"https://twitter.com/SacObserver"
"LJWorld"	6894852	"https://twitter.com/LJWorld"
"ParadisePost"	38023553	"https://twitter.com/ParadisePost"
"LibertyvillePPN"	762764516	"https://twitter.com/LibertyvillePPN"
"WalthamNewsTrib"	165571907	"https://twitter.com/WalthamNewsTrib"
"DailyHome"	57720546	"https://twitter.com/DailyHome"
"RecordEagle"	26518175	"https://twitter.com/RecordEagle"
"ISUBengal"	565213710	"https://twitter.com/ISUBengal"
"LongBeachPost"	20496846	"https://twitter.com/LongBeachPost"
"MidWeekHawaii"	22874714	"https://twitter.com/MidWeekHawaii"
"LeadvilleHerald"	370914933	"https://twitter.com/LeadvilleHerald"
"KJ_Online"	15345320	"https://twitter.com/KJ_Online"
"CSBizJournal"	24004213	"https://twitter.com/CSBizJournal"
"CommercialRec"	76753997	"https://twitter.com/CommercialRec"
"NewTimesSLO"	24214013	"https://twitter.com/NewTimesSLO"
"WranglerNews"	18955124	"https://twitter.com/WranglerNews"
"FortMorganTimes"	103914711	"https://twitter.com/FortMorganTimes"
"MaricopaMonitor"	22528819	"https://twitter.com/MaricopaMonitor"
"LedgerEnquirer"	14882842	"https://twitter.com/LedgerEnquirer"
"OrlandoWeekly"	17446277	"https://twitter.com/OrlandoWeekly"
"TheAlestle"	38120609	"https://twitter.com/TheAlestle"
"KokomoTribune"	83858948	"https://twitter.com/KokomoTribune"
"SigourneyNews"	115698155	"https://twitter.com/SigourneyNews"
"OwensboroMI"	20165195	"https://twitter.com/OwensboroMI"
"Resident321"	56113927	"https://twitter.com/Resident321"
"UConn"	84327770	"https://twitter.com/UConn"
"LamarLedger"	103056533	"https://twitter.com/LamarLedger"
"MDDailyRecord"	16312540	"https://twitter.com/MDDailyRecord"
"TriadBizJournal"	21218607	"https://twitter.com/TriadBizJournal"
"Forbes"	91478624	"https://twitter.com/Forbes"
"ShelbyUticaNews"	329830871	"https://twitter.com/ShelbyUticaNews"
"Gen_Republic"	873890852	"https://twitter.com/Gen_Republic"
"DailyReport"	14616304	"https://twitter.com/DailyReport"
"DMRegister"	13657922	"https://twitter.com/DMRegister"
"TheDailyIllini"	19206905	"https://twitter.com/TheDailyIllini"
"MadisonRecord"	91086406	"https://twitter.com/MadisonRecord"
"DailyGateCity"	309202927	"https://twitter.com/DailyGateCity"
"ThePlacerHerald"	56834815	"https://twitter.com/ThePlacerHerald"
"DDispatchNews"	176481540	"https://twitter.com/DDispatchNews"
"BeaconNews"	14391192	"https://twitter.com/BeaconNews"
"CranburyPress"	17353026	"https://twitter.com/CranburyPress"
"SavannahNow"	9164672	"https://twitter.com/SavannahNow"
"Florida_Today"	17001533	"https://twitter.com/Florida_Today"
"TheVermilion"	77280809	"https://twitter.com/TheVermilion"
"SantaMariaSun"	24033318	"https://twitter.com/SantaMariaSun"
"TheDailyCourier"	27949016	"https://twitter.com/TheDailyCourier"
"TheSunChronicle"	26262890	"https://twitter.com/TheSunChronicle"
"DUClarion"	22217634	"https://twitter.com/DUClarion"
"EdenPrairieNews"	13783152	"https://twitter.com/EdenPrairieNews"
"TahoeDailyTrib"	29509437	"https://twitter.com/TahoeDailyTrib"
"ClarionHerald"	342831748	"https://twitter.com/ClarionHerald"
"PVTrib"	556388515	"https://twitter.com/PVTrib"
"MGMAdvertiser"	20477029	"https://twitter.com/MGMAdvertiser"
"StamAdvocate"	16583845	"https://twitter.com/StamAdvocate"
"HPEnterprise"	59576823	"https://twitter.com/HPEnterprise"
"MarlEnterprise"	458111726	"https://twitter.com/MarlEnterprise"
"takomavoice"	290798785	"https://twitter.com/takomavoice"
"GallupNews"	7684882	"https://twitter.com/GallupNews"
"TheUBScribe"	146237229	"https://twitter.com/TheUBScribe"
"GlendaleNP"	25375420	"https://twitter.com/GlendaleNP"
"RegisterCitizen"	61321048	"https://twitter.com/RegisterCitizen"
"TetonValleyNews"	87033578	"https://twitter.com/TetonValleyNews"
"eBARnews"	123351802	"https://twitter.com/eBARnews"
"HawaiiReporter"	23564573	"https://twitter.com/HawaiiReporter"
"OPPrairie"	38252658	"https://twitter.com/OPPrairie"
"JCFloridanNews"	27218535	"https://twitter.com/JCFloridanNews"
"BryancountyNews"	67687282	"https://twitter.com/BryancountyNews"
"CoastlinePilot"	48754487	"https://twitter.com/CoastlinePilot"
"LouisianaTravel"	15537227	"https://twitter.com/LouisianaTravel"
"DEN_news"	17891794	"https://twitter.com/DEN_news"
"MundeleinReview"	760764523	"https://twitter.com/MundeleinReview"
"ChieftainNews"	29466736	"https://twitter.com/ChieftainNews"
"TheUALRForum"	746026706	"https://twitter.com/TheUALRForum"
"InformationWeek"	12615582	"https://twitter.com/InformationWeek"
"FOXSports"	16877611	"https://twitter.com/FOXSports"
"PlattsOil"	22032260	"https://twitter.com/PlattsOil"
"Deadspin"	13213122	"https://twitter.com/Deadspin"
"Morning_Joe"	254117355	"https://twitter.com/Morning_Joe"
"verge"	275686563	"https://twitter.com/verge"
"CapitalBiz"	12880222	"https://twitter.com/CapitalBiz"
"csm_politics"	768519274931642368	"https://twitter.com/csm_politics"
"ABCNewsRadio"	16579249	"https://twitter.com/ABCNewsRadio"
"BloombergView"	2411176891	"https://twitter.com/BloombergView"
"BraddJaffy"	299802277	"https://twitter.com/BraddJaffy"
"cspanvl"	62807483	"https://twitter.com/cspanvl"
"grist"	7215512	"https://twitter.com/grist"
"FamousDC"	15113571	"https://twitter.com/FamousDC"
"FoxNewsSunday"	18805644	"https://twitter.com/FoxNewsSunday"
"nbcsnl"	28221296	"https://twitter.com/nbcsnl"
"CourthouseNews"	34740650	"https://twitter.com/CourthouseNews"
"POTUSPressPool"	44660449	"https://twitter.com/POTUSPressPool"
"POLITICOEurope"	2969760609	"https://twitter.com/POLITICOEurope"
"phillydotcom"	14221917	"https://twitter.com/phillydotcom"
"NPRHealth"	13787352	"https://twitter.com/NPRHealth"
"HuffPostMedia"	24816848	"https://twitter.com/HuffPostMedia"
"CNNSitRoom"	34310801	"https://twitter.com/CNNSitRoom"
"NewDay"	1375289149	"https://twitter.com/NewDay"
"modrnhealthcr"	18935711	"https://twitter.com/modrnhealthcr"
"SInow"	28370738	"https://twitter.com/SInow"
"NPRCodeSwitch"	1117836660	"https://twitter.com/NPRCodeSwitch"
"KatyTurNBC"	39000115	"https://twitter.com/KatyTurNBC"
"nytvideo"	16929520	"https://twitter.com/nytvideo"
"BookTV"	60628575	"https://twitter.com/BookTV"
"AC360"	227837742	"https://twitter.com/AC360"
"fastFT"	923263237	"https://twitter.com/fastFT"
"NiemanLab"	15865878	"https://twitter.com/NiemanLab"
"ChinaRealTime"	16994529	"https://twitter.com/ChinaRealTime"
"abc15"	9721292	"https://twitter.com/abc15"
"Gawker"	8936082	"https://twitter.com/Gawker"
"hoy_media"	253632910	"https://twitter.com/hoy_media"
"CullmanTribune"	233474545	"https://twitter.com/CullmanTribune"
"AlAhram"	97232128	"https://twitter.com/AlAhram"
"RNRtwits"	18810895	"https://twitter.com/RNRtwits"
"FallonNews"	63799920	"https://twitter.com/FallonNews"
"BCReview"	90500349	"https://twitter.com/BCReview"
"CortlandStand"	173948255	"https://twitter.com/CortlandStand"
"VCNewsBulletin"	278644764	"https://twitter.com/VCNewsBulletin"
"VEGASINC"	29825057	"https://twitter.com/VEGASINC"
"DestinLog"	132364309	"https://twitter.com/DestinLog"
"SteubenCourier"	259280207	"https://twitter.com/SteubenCourier"
"JournalReview"	21602955	"https://twitter.com/JournalReview"
"TheBrazilTimes"	596738953	"https://twitter.com/TheBrazilTimes"
"LVInformer"	185922266	"https://twitter.com/LVInformer"
"TheDailyTimes"	15344849	"https://twitter.com/TheDailyTimes"
"SparksTribune"	67065673	"https://twitter.com/SparksTribune"
"ChipleyBugle"	328834734	"https://twitter.com/ChipleyBugle"
"Recorder_news"	35878291	"https://twitter.com/Recorder_news"
"BallstonJournal"	80188923	"https://twitter.com/BallstonJournal"
"OCBizJournal"	198566842	"https://twitter.com/OCBizJournal"
"SFWeekly"	18132494	"https://twitter.com/SFWeekly"
"MontiExp"	219380258	"https://twitter.com/MontiExp"
"BuffaloGrovePPN"	762661016	"https://twitter.com/BuffaloGrovePPN"
"WickedLocalLex"	17519427	"https://twitter.com/WickedLocalLex"
"Belgnews"	128335122	"https://twitter.com/Belgnews"
"CarmiTimes"	846002108	"https://twitter.com/CarmiTimes"
"MG_Champion"	619668289	"https://twitter.com/MG_Champion"
"VCTimesRecord"	1007254370	"https://twitter.com/VCTimesRecord"
"ElburnHerald"	35804289	"https://twitter.com/ElburnHerald"
"HeraldMailNews"	30239668	"https://twitter.com/HeraldMailNews"
"ALcomMobile"	36406095	"https://twitter.com/ALcomMobile"
"QuadPress"	97801777	"https://twitter.com/QuadPress"
"CapoDispatch"	39341752	"https://twitter.com/CapoDispatch"
"ELM_LEAVES"	16831293	"https://twitter.com/ELM_LEAVES"
"ValleyPlanet"	29212669	"https://twitter.com/ValleyPlanet"
"IdahoStatesman"	8980312	"https://twitter.com/IdahoStatesman"
"PembrokeNews"	18453902	"https://twitter.com/PembrokeNews"
"HollandSentinel"	14531956	"https://twitter.com/HollandSentinel"
"TheFVillageNews"	158192819	"https://twitter.com/TheFVillageNews"
"SanDiegoMag"	28457505	"https://twitter.com/SanDiegoMag"
"ChicagoParent"	27093830	"https://twitter.com/ChicagoParent"
"HolaARKANSAS"	72151088	"https://twitter.com/HolaARKANSAS"
"HeraldTimes"	38601490	"https://twitter.com/HeraldTimes"
"WCN_HCT"	226202255	"https://twitter.com/WCN_HCT"
"dailymtneagle"	2515368705	"https://twitter.com/dailymtneagle"
"pvvt"	289511993	"https://twitter.com/pvvt"
"LaMesaCourier"	2696658584	"https://twitter.com/LaMesaCourier"
"MIOutofDoors"	92312368	"https://twitter.com/MIOutofDoors"
"IBDeditorials"	18513241	"https://twitter.com/IBDeditorials"
"The_Cuestonian"	472323244	"https://twitter.com/The_Cuestonian"
"VernonHillsPPN"	762682232	"https://twitter.com/VernonHillsPPN"
"Sacbiz"	23092822	"https://twitter.com/Sacbiz"
"StarAdvertiser"	126424795	"https://twitter.com/StarAdvertiser"
"Middletownpress"	48388653	"https://twitter.com/Middletownpress"
"NorwichBulletin"	19403608	"https://twitter.com/NorwichBulletin"
"ChicoER"	41171271	"https://twitter.com/ChicoER"
"HWChronicle"	19303275	"https://twitter.com/HWChronicle"
"FinancialTimes"	4898091	"https://twitter.com/FinancialTimes"
"yaledailynews"	39114551	"https://twitter.com/yaledailynews"
"PressHerald"	8859092	"https://twitter.com/PressHerald"
"JCJNews"	216794222	"https://twitter.com/JCJNews"
"TheCambrian"	34437253	"https://twitter.com/TheCambrian"
"THR"	17446621	"https://twitter.com/THR"
"MalibuNews"	11707792	"https://twitter.com/MalibuNews"
"LewistonTribune"	18012631	"https://twitter.com/LewistonTribune"
"UCSF"	15458277	"https://twitter.com/UCSF"
"ChampionNews"	774482057598754816	"https://twitter.com/ChampionNews"
"AspenDailyNews"	228591530	"https://twitter.com/AspenDailyNews"
"the_dailycampus"	191699093	"https://twitter.com/the_dailycampus"
"OkobojiOnline"	1525051118	"https://twitter.com/OkobojiOnline"
"theEdwi"	43983462	"https://twitter.com/theEdwi"
"THETACK"	824831006796574721	"https://twitter.com/THETACK"
"BulgariaSega"	19005345	"https://twitter.com/BulgariaSega"
"TheNewtownBee"	20512928	"https://twitter.com/TheNewtownBee"
"HeraldPalladium"	34591573	"https://twitter.com/HeraldPalladium"
"Bakersfieldcali"	33055408	"https://twitter.com/Bakersfieldcali"
"Pomeradonews"	183422908	"https://twitter.com/Pomeradonews"
"TheHypeMagazine"	20212140	"https://twitter.com/TheHypeMagazine"
"WhittierNews"	19414861	"https://twitter.com/WhittierNews"
"Noozhawk"	40432723	"https://twitter.com/Noozhawk"
"CTimesSville"	105544125	"https://twitter.com/CTimesSville"
"LAWeekly"	17718497	"https://twitter.com/LAWeekly"
"TheSylvaHerald"	24693169	"https://twitter.com/TheSylvaHerald"
"CohassetMariner"	36765616	"https://twitter.com/CohassetMariner"
"CoastalCourier"	35737246	"https://twitter.com/CoastalCourier"
"DailySouthtown"	18703718	"https://twitter.com/DailySouthtown"
"NCAdvertiser"	55604811	"https://twitter.com/NCAdvertiser"
"PatriotLedger"	15005770	"https://twitter.com/PatriotLedger"
"Lake_Forester"	762677719	"https://twitter.com/Lake_Forester"
"SFBusinessTimes"	19560636	"https://twitter.com/SFBusinessTimes"
"TheOxfordLeader"	552016600	"https://twitter.com/TheOxfordLeader"
"TIME"	14293310	"https://twitter.com/TIME"
"MheadReporter"	21329520	"https://twitter.com/MheadReporter"
"ADWNews"	714764250	"https://twitter.com/ADWNews"
"WavNewspapers"	531382943	"https://twitter.com/WavNewspapers"
"WintersExpress"	48143346	"https://twitter.com/WintersExpress"
"CCDR_news"	227386410	"https://twitter.com/CCDR_news"
"StHelenaStar"	25122673	"https://twitter.com/StHelenaStar"
"Variety"	17525171	"https://twitter.com/Variety"
"SummitDailyNews"	36978283	"https://twitter.com/SummitDailyNews"
"TweetNewEngland"	30215703	"https://twitter.com/TweetNewEngland"
"TheJournalCO"	540352897	"https://twitter.com/TheJournalCO"
"TheAlligator"	8737662	"https://twitter.com/TheAlligator"
"OCWeekly"	19082263	"https://twitter.com/OCWeekly"
"UAtrav"	21917202	"https://twitter.com/UAtrav"
"ArkBusiness"	17288548	"https://twitter.com/ArkBusiness"
"AlaskaJournal"	341639834	"https://twitter.com/AlaskaJournal"
"NewsandRecord"	11853712	"https://twitter.com/NewsandRecord"
"DemopolisTimes"	19347884	"https://twitter.com/DemopolisTimes"
"RidgefieldPress"	52784231	"https://twitter.com/RidgefieldPress"
"Akronht"	119199449	"https://twitter.com/Akronht"
"HoumaToday"	16638552	"https://twitter.com/HoumaToday"
"SeymourTribune"	299684943	"https://twitter.com/SeymourTribune"
"HeraldTribune"	6942422	"https://twitter.com/HeraldTribune"
"OakPark"	121820535	"https://twitter.com/OakPark"
"HartfordBiz"	78525505	"https://twitter.com/HartfordBiz"
"Dispatch_Argus"	50000303	"https://twitter.com/Dispatch_Argus"
"TrumbullTimes"	67353799	"https://twitter.com/TrumbullTimes"
"MyWebTimes"	72646689	"https://twitter.com/MyWebTimes"
"SLOTribune"	13179562	"https://twitter.com/SLOTribune"
"USATODAY"	15754281	"https://twitter.com/USATODAY"
"phoenixnewtimes"	44439772	"https://twitter.com/phoenixnewtimes"
"LSJNews"	14887893	"https://twitter.com/LSJNews"
"AzCapitolTimes"	17490662	"https://twitter.com/AzCapitolTimes"
"SpokesmanReview"	3934221	"https://twitter.com/SpokesmanReview"
"FresnoBee"	8249832	"https://twitter.com/FresnoBee"
"SantaMariaTimes"	18472450	"https://twitter.com/SantaMariaTimes"
"SGVTribune"	19312573	"https://twitter.com/SGVTribune"
"ReddingPilot"	55613102	"https://twitter.com/ReddingPilot"
"Newsweek"	2884771	"https://twitter.com/Newsweek"
"TimesRecord"	24790910	"https://twitter.com/TimesRecord"
"MercedSunStar"	12334212	"https://twitter.com/MercedSunStar"
"Chicago_Reader"	16104602	"https://twitter.com/Chicago_Reader"
"BerkshireMag"	583819900	"https://twitter.com/BerkshireMag"
"OBJUpdate"	20629957	"https://twitter.com/OBJUpdate"
"NewsTimes"	15838036	"https://twitter.com/NewsTimes"
"SouthSideBiz"	47010452	"https://twitter.com/SouthSideBiz"
"PostTrib"	18635613	"https://twitter.com/PostTrib"
"SDbusiness"	24221330	"https://twitter.com/SDbusiness"
"WIRED"	1344951	"https://twitter.com/WIRED"
"LagrangeNews"	169699740	"https://twitter.com/LagrangeNews"
"WiltonBulletin"	68432208	"https://twitter.com/WiltonBulletin"
"SonomaValleySun"	39028324	"https://twitter.com/SonomaValleySun"
"FairplayFlume"	52239739	"https://twitter.com/FairplayFlume"
"Hickoryrecord"	37714326	"https://twitter.com/Hickoryrecord"
"BritishWeekly"	287327308	"https://twitter.com/BritishWeekly"
"SanMateoTimes"	210975338	"https://twitter.com/SanMateoTimes"
"ArkansasWeekly"	123577047	"https://twitter.com/ArkansasWeekly"
"ArkansasOnline"	25354366	"https://twitter.com/ArkansasOnline"
"timesdelphic"	70567895	"https://twitter.com/timesdelphic"
"NewsTrib"	33902769	"https://twitter.com/NewsTrib"
"MTV"	2367911	"https://twitter.com/MTV"
"ExploreGeorgia"	19022786	"https://twitter.com/ExploreGeorgia"
"mercurioec"	35058064	"https://twitter.com/mercurioec"
"leaderregister"	615269404	"https://twitter.com/leaderregister"
"The4thEstateGB"	84387008	"https://twitter.com/The4thEstateGB"
"PDXBIZJournal"	17135038	"https://twitter.com/PDXBIZJournal"
"SUindependent"	249744932	"https://twitter.com/SUindependent"
"LadysmithNews"	82702547	"https://twitter.com/LadysmithNews"
"JacksonHoleNews"	24769236	"https://twitter.com/JacksonHoleNews"
"InsideBusiness"	16725341	"https://twitter.com/InsideBusiness"
"WiStateJournal"	15752446	"https://twitter.com/WiStateJournal"
"EagleGazette"	20607098	"https://twitter.com/EagleGazette"
"SpectrumNews"	36198016	"https://twitter.com/SpectrumNews"
"MIReporter"	38295334	"https://twitter.com/MIReporter"
"ValleyReporter"	263701385	"https://twitter.com/ValleyReporter"
"LansReporter"	20522831	"https://twitter.com/LansReporter"
"TheBreezeJMU"	20323661	"https://twitter.com/TheBreezeJMU"
"PenDailyNews"	22079341	"https://twitter.com/PenDailyNews"
"NewsWatchman"	58577939	"https://twitter.com/NewsWatchman"
"KentonTimes"	105855482	"https://twitter.com/KentonTimes"
"GreenvilleNews"	16007481	"https://twitter.com/GreenvilleNews"
"WTEnews"	33936298	"https://twitter.com/WTEnews"
"DIEZEIT"	1081459807	"https://twitter.com/DIEZEIT"
"SAMessenger"	359938102	"https://twitter.com/SAMessenger"
"ShopperNewsNow"	3170860074	"https://twitter.com/ShopperNewsNow"
"LP_LaPresse"	10681662	"https://twitter.com/LP_LaPresse"
"BizTimesMedia"	19917537	"https://twitter.com/BizTimesMedia"
"TheOnion"	14075928	"https://twitter.com/TheOnion"
"Kathimerini_gr"	186060772	"https://twitter.com/Kathimerini_gr"
"PressEnterPA"	284744896	"https://twitter.com/PressEnterPA"
"wilsonconews"	97281902	"https://twitter.com/wilsonconews"
"SSentinel"	23110148	"https://twitter.com/SSentinel"
"OregonNews"	23919582	"https://twitter.com/OregonNews"
"ArmyTimes"	148878245	"https://twitter.com/ArmyTimes"
"PittsburghPG"	21780652	"https://twitter.com/PittsburghPG"
"DailyAthenaeum"	25324521	"https://twitter.com/DailyAthenaeum"
"StevensPointJrl"	18365574	"https://twitter.com/StevensPointJrl"
"SSLeader"	16076533	"https://twitter.com/SSLeader"
"TSUTheMeter"	50811066	"https://twitter.com/TSUTheMeter"
"Aftenposten"	14114267	"https://twitter.com/Aftenposten"
"DeseretNews"	15050354	"https://twitter.com/DeseretNews"
"ForwardTimes"	204473453	"https://twitter.com/ForwardTimes"
"InsideNoVA"	17815585	"https://twitter.com/InsideNoVA"
"TheBizJournal"	314550535	"https://twitter.com/TheBizJournal"
"TravelOregon"	14276094	"https://twitter.com/TravelOregon"
"NZZ"	14273050	"https://twitter.com/NZZ"
"NewsVirginian"	31024318	"https://twitter.com/NewsVirginian"
"DiePressecom"	23053482	"https://twitter.com/DiePressecom"
"ReadingEagle"	16408067	"https://twitter.com/ReadingEagle"
"OzStockman"	108520811	"https://twitter.com/OzStockman"
"BE_Daily"	28172454	"https://twitter.com/BE_Daily"
"PLUMast"	112781504	"https://twitter.com/PLUMast"
"CrainsNewYork"	18995454	"https://twitter.com/CrainsNewYork"
"HoweEnterprise"	2399106745	"https://twitter.com/HoweEnterprise"
"Journaltimes"	20078382	"https://twitter.com/Journaltimes"
"Estadao"	9317502	"https://twitter.com/Estadao"
"TimesWV"	541060226	"https://twitter.com/TimesWV"
"TNENEWS"	361019625	"https://twitter.com/TNENEWS"
"KitsapSun"	16954081	"https://twitter.com/KitsapSun"
"Zeit"	2794260316	"https://twitter.com/Zeit"
"HH_Courier"	73181443	"https://twitter.com/HH_Courier"
"OneidaDispatch"	110804913	"https://twitter.com/OneidaDispatch"
"ProgressTimes"	24940286	"https://twitter.com/ProgressTimes"
"LDNews"	115116795	"https://twitter.com/LDNews"
"TriCountyLeader"	388489227	"https://twitter.com/TriCountyLeader"
"BrattReformer"	26577021	"https://twitter.com/BrattReformer"
"EverettHerald"	14178003	"https://twitter.com/EverettHerald"
"WhidbeyNews"	30929763	"https://twitter.com/WhidbeyNews"
"HOUBizJournal"	23696276	"https://twitter.com/HOUBizJournal"
"WSpokesman"	295937751	"https://twitter.com/WSpokesman"
"MyEagleNews"	29840205	"https://twitter.com/MyEagleNews"
"TheAthensNEWS"	53408960	"https://twitter.com/TheAthensNEWS"
"TahlequahTDP"	1609324886	"https://twitter.com/TahlequahTDP"
"DicksonHerald"	46745246	"https://twitter.com/DicksonHerald"
"CapTimes"	15845694	"https://twitter.com/CapTimes"
"PONews"	21300851	"https://twitter.com/PONews"
"DMagazine"	17595745	"https://twitter.com/DMagazine"
"NormanNews"	27946710	"https://twitter.com/NormanNews"
"BDTonline"	140628376	"https://twitter.com/BDTonline"
"TheLeaderMO"	406598119	"https://twitter.com/TheLeaderMO"
"RamapoNews"	245927681	"https://twitter.com/RamapoNews"
"TheOsakisReview"	378669161	"https://twitter.com/TheOsakisReview"
"GRPress"	14399160	"https://twitter.com/GRPress"
"The_Forecaster"	17967025	"https://twitter.com/The_Forecaster"
"SCANews"	33264843	"https://twitter.com/SCANews"
"LaurelMtnPost"	53114544	"https://twitter.com/LaurelMtnPost"
"EastTennessean"	69101763	"https://twitter.com/EastTennessean"
"SoBoGazette"	120653125	"https://twitter.com/SoBoGazette"
"IndianaGazette"	40919594	"https://twitter.com/IndianaGazette"
"GCTelegram"	17161751	"https://twitter.com/GCTelegram"
"NCSUTechnician"	17049486	"https://twitter.com/NCSUTechnician"
"NHBR"	16144644	"https://twitter.com/NHBR"
"DailyCollegian"	16084829	"https://twitter.com/DailyCollegian"
"NewYorker"	14677919	"https://twitter.com/NewYorker"
"AirForceTimes"	148845723	"https://twitter.com/AirForceTimes"
"SprConnect"	304030991	"https://twitter.com/SprConnect"
"JxnFreePress"	17052001	"https://twitter.com/JxnFreePress"
"LincolnCounty"	20593255	"https://twitter.com/LincolnCounty"
"MaldenNews"	831526114954723328	"https://twitter.com/MaldenNews"
"Cassopolisnews"	151567874	"https://twitter.com/Cassopolisnews"
"MDN"	26656498	"https://twitter.com/MDN"
"Times_Gazette"	16868098	"https://twitter.com/Times_Gazette"
"SWjournal"	16687236	"https://twitter.com/SWjournal"
"OklahomaCitycom"	21677265	"https://twitter.com/OklahomaCitycom"
"IBMagazine"	48427906	"https://twitter.com/IBMagazine"
"clarionledger"	13877002	"https://twitter.com/clarionledger"
"MemphisFlyer"	9971552	"https://twitter.com/MemphisFlyer"
"Oregonian"	2992751	"https://twitter.com/Oregonian"
"TheChrony"	31592058	"https://twitter.com/TheChrony"
"OspreyObserver"	19675112	"https://twitter.com/OspreyObserver"
"BottomLineTBL"	117488834	"https://twitter.com/BottomLineTBL"
"folioweekly"	42888846	"https://twitter.com/folioweekly"
"TheClarenceBee"	3187365172	"https://twitter.com/TheClarenceBee"
"gallupind"	262253921	"https://twitter.com/gallupind"
"TheBuffaloNews"	43805270	"https://twitter.com/TheBuffaloNews"
"VegasVCO"	46843604	"https://twitter.com/VegasVCO"
"retrieverumbc"	36515795	"https://twitter.com/retrieverumbc"
"weeklyalibi"	18917501	"https://twitter.com/weeklyalibi"
"washingtonian"	14238142	"https://twitter.com/washingtonian"
"scsuntimes"	281657680	"https://twitter.com/scsuntimes"
"alamogordonews"	148640705	"https://twitter.com/alamogordonews"
"bocatribune"	95929092	"https://twitter.com/bocatribune"
"NMMagazine"	24769862	"https://twitter.com/NMMagazine"
"FloridaWeekly"	31017619	"https://twitter.com/FloridaWeekly"
"SFBJNews"	23632864	"https://twitter.com/SFBJNews"
"PutnamCourier"	141197238	"https://twitter.com/PutnamCourier"
"ndn"	10424112	"https://twitter.com/ndn"
"The_Citizen"	14676527	"https://twitter.com/The_Citizen"
"TheObserverNY"	58808618	"https://twitter.com/TheObserverNY"
"CNewsExaminer"	609142275	"https://twitter.com/CNewsExaminer"
"MasonValleyNews"	1238181170	"https://twitter.com/MasonValleyNews"
"News4Nevada"	3040402092	"https://twitter.com/News4Nevada"
"TheWakullaNews"	48382055	"https://twitter.com/TheWakullaNews"
"thehilltop"	3458832856	"https://twitter.com/thehilltop"
"fwbusiness"	30047641	"https://twitter.com/fwbusiness"
"HappyHeraldNews"	191124644	"https://twitter.com/HappyHeraldNews"
"Doverpost"	25136092	"https://twitter.com/Doverpost"
"AlbanyBizReview"	18817538	"https://twitter.com/AlbanyBizReview"
"greenfiretimes"	44458565	"https://twitter.com/greenfiretimes"
"newsbanner"	22018889	"https://twitter.com/newsbanner"
